i,H2,O2,N2,T,mu,muNN,rel_error
1677,0.210992,0.297051,0.491957,1162.57,3.79163e-05,3.79154e-05,2.38294e-05
1678,0.130244,0.617497,0.252259,716.286,3.08961e-05,3.11738e-05,0.00898962
1679,0.122377,0.361304,0.516319,244.889,1.4554e-05,1.46719e-05,0.00810083
1680,0.114045,0.700157,0.185798,2910.46,8.29836e-05,8.06554e-05,0.0280568
1681,0.286034,0.384979,0.328987,1655,4.49089e-05,4.42519e-05,0.0146287
1682,0.457361,0.236046,0.306593,1673.02,3.84644e-05,3.78641e-05,0.0156063
1683,0.50659,0.362244,0.131166,1553.42,3.55451e-05,3.50163e-05,0.014877
1684,0.380638,0.0933364,0.526025,1623.66,3.97174e-05,3.92011e-05,0.0130012
1685,0.680119,0.114926,0.204955,2791.97,4.64739e-05,4.4979e-05,0.0321648
1686,0.201899,0.0993794,0.698722,471.337,2.03237e-05,2.03508e-05,0.00133121
1687,0.688362,0.0800783,0.23156,2133.35,3.85244e-05,3.73735e-05,0.0298747
1688,0.376047,0.260764,0.363189,2516.4,5.43022e-05,5.26482e-05,0.0304592
1689,0.356031,0.0293955,0.614574,434.176,1.65194e-05,1.66412e-05,0.00737085
1690,0.336273,0.323541,0.340187,1616.35,4.18973e-05,4.13331e-05,0.0134659
1691,0.732994,0.231255,0.035751,1315.1,2.73576e-05,2.67305e-05,0.0229252
1692,0.376821,0.545445,0.0777345,2291.61,5.20098e-05,5.06146e-05,0.0268253
1693,0.329012,0.26688,0.404108,1874.01,4.64263e-05,4.55042e-05,0.0198616
1694,0.0135314,0.00801927,0.978449,689.445,3.14548e-05,3.29717e-05,0.0482243
1695,0.39957,0.311043,0.289387,1957.01,4.5047e-05,4.40803e-05,0.0214593
1696,0.086798,0.637099,0.276103,1642.84,5.76368e-05,5.70235e-05,0.0106413
1697,0.308793,0.225081,0.466126,1666.96,4.35646e-05,4.29169e-05,0.0148678
1698,0.396267,0.317746,0.285987,2791.85,5.74803e-05,5.55889e-05,0.0329056
1699,0.347919,0.407686,0.244395,2426.51,5.49403e-05,5.33655e-05,0.0286631
1700,0.391434,0.286562,0.322004,2378.01,5.16647e-05,5.01869e-05,0.0286051
1701,0.365292,0.297791,0.336917,2448.47,5.39617e-05,5.23684e-05,0.0295269
1702,0.342162,0.153158,0.504681,2742.68,5.88636e-05,5.69211e-05,0.0330006
1703,0.671522,0.190203,0.138275,2749.75,4.64161e-05,4.48972e-05,0.0327236
1704,0.630224,0.324943,0.0448327,2503.91,4.50138e-05,4.35785e-05,0.0318844
1705,0.536155,0.362595,0.10125,1756.8,3.78134e-05,3.70455e-05,0.020309
1706,0.473144,0.4906,0.0362562,1954.81,4.29259e-05,4.19422e-05,0.0229175
1707,0.426119,0.185861,0.38802,2655.51,5.37018e-05,5.19758e-05,0.0321397
1708,0.0262292,0.136963,0.836808,1050.38,4.24046e-05,4.36918e-05,0.030355
1709,0.156741,0.175448,0.667811,375.818,1.84105e-05,1.83723e-05,0.00207888
1710,0.231206,0.627173,0.141621,221.053,1.23611e-05,1.2397e-05,0.00289932
1711,0.420603,0.243481,0.335917,2139.84,4.67994e-05,4.56481e-05,0.0246006
1712,0.348888,0.289924,0.361189,1576.4,4.06146e-05,4.01133e-05,0.0123407
1713,0.241486,0.400223,0.35829,1336.85,4.07303e-05,4.05167e-05,0.00524534
1714,0.408501,0.0699575,0.521541,799.619,2.3992e-05,2.41199e-05,0.00532973
1715,0.338174,0.412121,0.249705,1885.17,4.67392e-05,4.58017e-05,0.0200561
1716,0.278555,0.147629,0.573817,1475.84,4.1041e-05,4.0646e-05,0.00962472
1717,0.146064,0.318394,0.535542,1589.6,5.06176e-05,4.99492e-05,0.0132045
1718,0.445147,0.154478,0.400375,1900.84,4.21021e-05,4.1273e-05,0.0196914
1719,0.329527,0.462007,0.208465,365.823,1.55643e-05,1.56311e-05,0.0042936
1720,0.179762,0.551669,0.268569,1847.02,5.51886e-05,5.41586e-05,0.0186628
1721,0.956596,0.020479,0.0229255,2358.87,3.60469e-05,3.40786e-05,0.0546047
1722,0.239259,0.197667,0.563074,464.567,1.95399e-05,1.95715e-05,0.00161545
1723,0.358881,0.314269,0.32685,2543.31,5.57572e-05,5.40596e-05,0.0304474
1724,0.39546,0.58636,0.0181797,383.449,1.53023e-05,1.54599e-05,0.0102971
1725,0.170748,0.323989,0.505262,923.127,3.39718e-05,3.41916e-05,0.0064709
1726,0.237095,0.327696,0.435209,2756.62,6.6513e-05,6.4617e-05,0.0285055
1727,0.341153,0.0923074,0.56654,2189.35,5.03397e-05,4.90324e-05,0.0259698
1728,0.0963407,0.699658,0.204001,2279.65,7.1814e-05,7.00435e-05,0.0246533
1729,0.560392,0.334883,0.104725,2816.1,5.10297e-05,4.92869e-05,0.0341526
1730,0.276598,0.286228,0.437174,228.274,1.17089e-05,1.18551e-05,0.0124832
1731,0.104625,0.250644,0.644731,698.355,3.00358e-05,3.0372e-05,0.0111924
1732,0.269941,0.566892,0.163167,1323.48,3.98339e-05,3.9664e-05,0.00426692
1733,0.438848,0.367687,0.193465,320.508,1.28843e-05,1.31518e-05,0.0207608
1734,0.203043,0.404593,0.392363,2712.94,6.88118e-05,6.6957e-05,0.0269542
1735,0.383431,0.240335,0.376235,270.657,1.1906e-05,1.21608e-05,0.0213991
1736,0.527068,0.164862,0.308071,2110.31,4.25486e-05,4.15208e-05,0.0241555
1737,0.359158,0.256495,0.384346,1218.58,3.3716e-05,3.36428e-05,0.00216976
1738,0.279374,0.344802,0.375823,2497.26,5.9583e-05,5.78579e-05,0.0289525
1739,0.638358,0.171635,0.190008,2150.14,4.00806e-05,3.89513e-05,0.0281749
1740,0.333646,0.421481,0.244873,357.391,1.52139e-05,1.52923e-05,0.00514845
1741,0.437861,0.033196,0.528943,274.198,1.13419e-05,1.16896e-05,0.030658
1742,0.202908,0.71748,0.0796117,390.404,1.89421e-05,1.88288e-05,0.00597809
1743,0.247217,0.434133,0.31865,644.537,2.47271e-05,2.48921e-05,0.00667249
1744,0.342771,0.430552,0.226677,1335.45,3.68944e-05,3.66956e-05,0.00538932
1745,0.425792,0.108222,0.465986,1946.1,4.33023e-05,4.24255e-05,0.0202485
1746,0.528005,0.183553,0.288441,1766.12,3.77501e-05,3.70333e-05,0.018988
1747,0.440219,0.48413,0.0756516,1574.4,3.80513e-05,3.75245e-05,0.0138448
1748,0.479085,0.455528,0.0653864,408.59,1.48108e-05,1.50616e-05,0.0169317
1749,0.311046,0.466305,0.222649,1078.28,3.2979e-05,3.30661e-05,0.00264066
1750,0.303359,0.340923,0.355718,926.4,2.96702e-05,2.98463e-05,0.00593544
1751,0.215939,0.2288,0.555261,490.872,2.08378e-05,2.08728e-05,0.0016759
1752,0.411237,0.140971,0.447791,1761.54,4.10517e-05,4.03723e-05,0.0165516
1753,0.536637,0.0509181,0.412445,2632.97,4.87341e-05,4.72779e-05,0.0298813
1754,0.496548,0.201249,0.302203,1353.21,3.22907e-05,3.1994e-05,0.00918846
1755,0.339427,0.0444754,0.616097,2744.36,5.85517e-05,5.65745e-05,0.0337676
1756,0.361052,0.27709,0.361858,1989,4.6981e-05,4.59419e-05,0.0221175
1757,0.220495,0.474408,0.305097,620.427,2.48799e-05,2.50206e-05,0.00565396
1758,0.323545,0.321118,0.355337,1413.07,3.86977e-05,3.84017e-05,0.0076479
1759,0.351278,0.399405,0.249317,631.8,2.19931e-05,2.21817e-05,0.00857496
1760,0.146377,0.411564,0.442059,273.267,1.53524e-05,1.53411e-05,0.000735018
1761,0.0386264,0.377054,0.584319,2554.25,7.97578e-05,7.78344e-05,0.0241164
1762,0.44972,0.488059,0.0622208,765.653,2.32044e-05,2.33868e-05,0.00786225
1763,0.0744059,0.554451,0.371143,1536.69,5.53281e-05,5.50009e-05,0.00591338
1764,0.261941,0.0139428,0.724116,1170.04,3.5233e-05,3.52172e-05,0.000449738
1765,0.310383,0.0760286,0.613589,1107.85,3.25802e-05,3.26182e-05,0.00116729
1766,0.537487,0.337551,0.124961,2641.04,4.96609e-05,4.80641e-05,0.0321537
1767,0.32544,0.184918,0.489642,1385.18,3.77073e-05,3.74533e-05,0.00673678
1768,0.382422,0.354526,0.263052,1902.13,4.49851e-05,4.40665e-05,0.0204194
1769,0.269515,0.47018,0.260306,577.51,2.24995e-05,2.26273e-05,0.00567648
1770,0.443586,0.41665,0.139763,1414.9,3.51428e-05,3.48093e-05,0.00949145
1771,0.253619,0.600716,0.145665,2086.74,5.53926e-05,5.41567e-05,0.0223112
1772,0.0842827,0.119659,0.796059,1117.47,4.17616e-05,4.20859e-05,0.00776672
1773,0.568288,0.230149,0.201564,867.085,2.27972e-05,2.27642e-05,0.00145
1774,0.0747724,0.252097,0.673131,2780.15,8.00734e-05,7.77222e-05,0.0293629
1775,0.312722,0.404094,0.283184,254.425,1.23001e-05,1.24226e-05,0.00996376
1776,0.169484,0.655754,0.174762,660.87,2.80133e-05,2.82e-05,0.00666512
1777,0.320872,0.390859,0.288269,1636.08,4.30858e-05,4.24816e-05,0.0140242
1778,0.227379,0.684964,0.0876574,784.486,2.95396e-05,2.97895e-05,0.00845851
1779,0.371488,0.363245,0.265267,2756.6,5.84314e-05,5.65726e-05,0.0318129
1780,0.257002,0.241171,0.501827,1739.9,4.72744e-05,4.64529e-05,0.0173772
1781,0.461009,0.335282,0.203709,2812.37,5.48411e-05,5.2984e-05,0.0338623
1782,0.2214,0.180358,0.598242,1221.46,3.83646e-05,3.82862e-05,0.00204466
1783,0.120653,0.62619,0.253157,2634.32,7.62232e-05,7.4188e-05,0.0267002
1784,0.393645,0.26836,0.337995,1782.23,4.23673e-05,4.1624e-05,0.0175456
1785,0.728782,0.191081,0.0801368,2849.63,4.60237e-05,4.44428e-05,0.0343505
1786,0.2997,0.522406,0.177894,1841.05,4.81632e-05,4.72594e-05,0.0187665
1787,0.427806,0.269594,0.3026,1135.7,3.03682e-05,3.03287e-05,0.00130031
1788,0.406227,0.411823,0.18195,2179.35,4.85221e-05,4.72752e-05,0.0256974
1789,0.24294,0.314899,0.442161,707.884,2.61936e-05,2.63851e-05,0.00731139
1790,0.36332,0.212202,0.424478,2425.91,5.33797e-05,5.18069e-05,0.029464
1791,0.0441088,0.306199,0.649692,2409.73,7.55241e-05,7.38511e-05,0.0221519
1792,0.168514,0.327815,0.50367,393.497,1.90444e-05,1.89825e-05,0.0032483
1793,0.368473,0.229652,0.401874,2983.66,6.12105e-05,5.91427e-05,0.0337817
1794,0.216736,0.581607,0.201656,828.204,3.07168e-05,3.09608e-05,0.00794341
1795,0.0911505,0.315572,0.593277,2935.14,8.21503e-05,7.96871e-05,0.0299842
1796,0.288512,0.284061,0.427427,610.732,2.25784e-05,2.27325e-05,0.00682687
1797,0.141499,0.474921,0.38358,1047.68,3.89178e-05,3.91102e-05,0.00494534
1798,0.104797,0.0390581,0.856145,2726.96,7.45275e-05,7.22516e-05,0.0305386
1799,0.523581,0.227796,0.248623,732.229,2.09613e-05,2.10423e-05,0.00386496
1800,0.459198,0.244201,0.296602,1281.17,3.20892e-05,3.18935e-05,0.00610032
1801,0.235151,0.350238,0.414611,328.54,1.57154e-05,1.56703e-05,0.0028698
1802,0.307197,0.288349,0.404454,2335.42,5.51258e-05,5.35736e-05,0.0281565
1803,0.265168,0.397912,0.33692,832.415,2.87915e-05,2.90072e-05,0.00749114
1804,0.233495,0.334971,0.431534,885.363,3.08563e-05,3.10609e-05,0.00663217
1805,0.237959,0.57024,0.191801,2247.97,5.91157e-05,5.76834e-05,0.0242284
1806,0.342551,0.152929,0.504519,2424.42,5.41221e-05,5.25137e-05,0.029719
1807,0.312324,0.219076,0.4686,2485.63,5.69094e-05,5.51882e-05,0.0302433
1808,0.142788,0.623518,0.233694,2310.24,6.77519e-05,6.61001e-05,0.0243795
1809,0.467966,0.337073,0.194961,2688.83,5.29197e-05,5.11957e-05,0.0325772
1810,0.478052,0.138879,0.38307,2236.55,4.57772e-05,4.46132e-05,0.0254279
1811,0.053179,0.804523,0.142298,1677.12,6.21794e-05,6.17263e-05,0.00728608
1812,0.080756,0.696917,0.222327,215.194,1.45217e-05,1.5015e-05,0.0339673
1813,0.143696,0.511172,0.345132,1153.58,4.16148e-05,4.16945e-05,0.00191421
1814,0.11478,0.553612,0.331608,729.801,3.16552e-05,3.19778e-05,0.01019
1815,0.279093,0.393118,0.327789,924.481,3.04736e-05,3.06619e-05,0.00618157
1816,0.10249,0.637139,0.260371,2800.83,8.14406e-05,7.9083e-05,0.028948
1817,0.420571,0.393871,0.185558,1288.32,3.35538e-05,3.33764e-05,0.00528648
1818,0.27089,0.410984,0.318126,2934.22,6.74379e-05,6.56303e-05,0.0268043
1819,0.352173,0.221999,0.425827,350.435,1.45426e-05,1.46709e-05,0.00881866
1820,0.3641,0.407263,0.228637,361.33,1.49013e-05,1.50274e-05,0.00846068
1821,0.544815,0.071586,0.383599,1423.8,3.20499e-05,3.16473e-05,0.0125624
1822,0.427921,0.397817,0.174262,842.385,2.50309e-05,2.51868e-05,0.00622621
1823,0.0839325,0.49233,0.423737,1987.05,6.47561e-05,6.34649e-05,0.0199394
1824,0.348682,0.221753,0.429565,1039.21,3.0471e-05,3.0554e-05,0.00272265
1825,0.304524,0.0442989,0.651177,2968.03,6.37798e-05,6.16063e-05,0.0340775
1826,0.223761,0.434434,0.341805,1945.39,5.37582e-05,5.26039e-05,0.0214711
1827,0.565408,0.382342,0.0522492,1281.29,2.99898e-05,2.96667e-05,0.0107745
1828,0.342021,0.432506,0.225473,2626.95,5.84074e-05,5.66653e-05,0.0298265
1829,0.218046,0.473037,0.308917,1461.27,4.46856e-05,4.42859e-05,0.00894506
1830,0.0684359,0.552268,0.379296,2496.85,7.77115e-05,7.55684e-05,0.0275768
1831,0.224799,0.292993,0.482208,1243.35,3.90885e-05,3.89886e-05,0.00255722
1832,0.391459,0.212679,0.395862,1948.36,4.49065e-05,4.39658e-05,0.0209483
1833,0.534236,0.170593,0.295172,1340.65,3.11836e-05,3.08561e-05,0.0105039
1834,0.252894,0.321764,0.425342,1122.51,3.5491e-05,3.55334e-05,0.00119683
1835,0.437183,0.263501,0.299317,2007.04,4.42781e-05,4.32901e-05,0.0223148
1836,0.127815,0.631245,0.24094,1990.08,6.23958e-05,6.11108e-05,0.0205945
1837,0.294611,0.210056,0.495334,2946.94,6.49395e-05,6.29053e-05,0.0313236
1838,0.854838,0.00455579,0.140606,2545.52,3.96617e-05,3.80185e-05,0.0414285
1839,0.0577953,0.373633,0.568571,821.141,3.58511e-05,3.65921e-05,0.0206687
1840,0.381606,0.070796,0.547598,211.376,9.96263e-06,1.03865e-05,0.0425465
1841,0.303091,0.5247,0.172208,2525.62,5.94959e-05,5.78671e-05,0.0273777
1842,0.278695,0.285958,0.435347,389.538,1.67983e-05,1.68202e-05,0.00130518
1843,0.378442,0.141666,0.479892,1247.83,3.34104e-05,3.33029e-05,0.00321814
1844,0.646219,0.28929,0.0644907,2151.56,4.01659e-05,3.89699e-05,0.0297771
1845,0.188305,0.451286,0.360409,959.346,3.462e-05,3.48239e-05,0.00589004
1846,0.462097,0.463174,0.0747295,1858.59,4.17708e-05,4.09041e-05,0.0207503
1847,0.405093,0.574184,0.0207223,2977.69,6.06865e-05,5.88019e-05,0.0310542
1848,0.726633,0.165534,0.107833,416.489,1.26285e-05,1.28005e-05,0.0136228
1849,0.076346,0.892924,0.0307296,1163.55,4.75753e-05,4.79674e-05,0.00823989
1850,0.057011,0.811325,0.131664,2958,9.14667e-05,8.77819e-05,0.0402856
1851,0.34057,0.264211,0.395219,694.142,2.3424e-05,2.36125e-05,0.00804402
1852,0.177037,0.476225,0.346738,1363.42,4.46769e-05,4.44218e-05,0.00571095
1853,0.452866,0.534932,0.0122016,2854.8,5.65079e-05,5.46266e-05,0.0332917
1854,0.164544,0.338265,0.497192,936.436,3.45975e-05,3.48189e-05,0.00639781
1855,0.0315001,0.273058,0.695442,1962.49,6.60769e-05,6.55444e-05,0.00805996
1856,0.478434,0.491562,0.0300035,2496.36,5.04309e-05,4.88832e-05,0.0306899
1857,0.510984,0.164532,0.324485,2611.91,4.96989e-05,4.81703e-05,0.0307584
1858,0.25241,0.164639,0.582951,1651.5,4.55426e-05,4.48548e-05,0.0151038
1859,0.420248,0.226307,0.353445,2231.71,4.81062e-05,4.68509e-05,0.0260929
1860,0.149038,0.354532,0.49643,1953.43,5.82824e-05,5.69865e-05,0.0222335
1861,0.251325,0.335914,0.412761,1141.65,3.60041e-05,3.60283e-05,0.000673322
1862,0.0290196,0.280435,0.690546,1501.07,5.51161e-05,5.56297e-05,0.00931857
1863,0.254303,0.386438,0.359259,2369.7,5.92244e-05,5.75998e-05,0.0274313
1864,0.338628,0.238366,0.423006,297.395,1.3183e-05,1.33256e-05,0.010813
1865,0.54805,0.39181,0.0601395,494.87,1.59849e-05,1.62038e-05,0.0136972
1866,0.353866,0.136813,0.509322,1499.27,3.86354e-05,3.82534e-05,0.00988704
1867,0.171991,0.652924,0.175084,1722.18,5.36544e-05,5.28513e-05,0.0149671
1868,0.426092,0.1729,0.401008,988.019,2.74926e-05,2.75493e-05,0.00206066
1869,0.442006,0.390127,0.167867,1803.82,4.13902e-05,4.0606e-05,0.0189461
1870,0.184728,0.381477,0.433795,1279.93,4.20211e-05,4.18776e-05,0.00341424
1871,0.405573,0.447993,0.146434,1419.09,3.64115e-05,3.6092e-05,0.00877339
1872,0.371861,0.187466,0.440672,1932.57,4.53362e-05,4.44002e-05,0.0206453
1873,0.0408568,0.438358,0.520786,1037.12,4.31662e-05,4.41132e-05,0.0219387
1874,0.433144,0.0816717,0.485184,658.579,2.06532e-05,2.07863e-05,0.0064452
1875,0.313159,0.285174,0.401667,289.96,1.33076e-05,1.34077e-05,0.00752087
1876,0.13441,0.680732,0.184858,293.022,1.6808e-05,1.67632e-05,0.00266736
1877,0.30518,0.19365,0.501171,2318.4,5.45456e-05,5.29957e-05,0.0284159
1878,0.406059,0.420054,0.173887,457.959,1.68994e-05,1.70733e-05,0.0102881
1879,0.273431,0.30597,0.420598,314.555,1.46268e-05,1.4643e-05,0.00110755
1880,0.394312,0.146905,0.458783,2873.86,5.80073e-05,5.60042e-05,0.0345315
1881,0.35749,0.450662,0.191848,2784.25,5.99696e-05,5.81387e-05,0.0305314
1882,0.386368,0.243534,0.370098,2503.43,5.35621e-05,5.19374e-05,0.030332
1883,0.319404,0.475076,0.20552,2769.58,6.20717e-05,6.02893e-05,0.0287151
1884,0.304984,0.374067,0.320949,1286.4,3.71152e-05,3.69773e-05,0.00371315
1885,0.339324,0.660471,0.000204428,1276.87,3.65538e-05,3.64403e-05,0.00310515
1886,0.475779,0.0531088,0.471112,1963.99,4.177e-05,4.09216e-05,0.0203108
1887,0.351575,0.359735,0.28869,1644.95,4.19225e-05,4.13239e-05,0.0142786
1888,0.152739,0.519771,0.32749,1196.86,4.22537e-05,4.22674e-05,0.000323681
1889,0.400697,0.352415,0.246888,1237.28,3.30964e-05,3.2985e-05,0.00336508
1890,0.289356,0.463505,0.247139,1093.03,3.39945e-05,3.40741e-05,0.00234072
1891,0.457448,0.459379,0.0831731,1673.69,3.90486e-05,3.83993e-05,0.016629
1892,0.151775,0.555628,0.292597,2314.72,6.66106e-05,6.49457e-05,0.0249951
1893,0.628629,0.362473,0.00889856,2767.12,4.82974e-05,4.66476e-05,0.0341586
1894,0.130017,0.126262,0.743722,1829.78,5.56372e-05,5.45144e-05,0.0201815
1895,0.337012,0.521757,0.141232,2952.2,6.39575e-05,6.21687e-05,0.027968
1896,0.422568,0.344748,0.232684,598.566,1.98789e-05,2.00634e-05,0.00928106
1897,0.136,0.567664,0.296336,866.672,3.47592e-05,3.50688e-05,0.00890754
1898,0.270704,0.494484,0.234813,2112.56,5.43448e-05,5.30545e-05,0.0237425
1899,0.3976,0.456295,0.146105,2302.91,5.09023e-05,4.95049e-05,0.0274529
1900,0.579513,0.39469,0.0257965,673.799,1.92783e-05,1.93829e-05,0.00542692
1901,0.24472,0.624876,0.130405,2859.99,6.94524e-05,6.79004e-05,0.0223467
1902,0.229136,0.385016,0.385848,2775.65,6.7755e-05,6.59075e-05,0.0272667
1903,0.389625,0.0548729,0.555502,2335.96,5.0286e-05,4.88973e-05,0.0276151
1904,0.591733,0.185138,0.223129,1147.23,2.70461e-05,2.67908e-05,0.00944146
1905,0.344406,0.198841,0.456754,405.682,1.614e-05,1.625e-05,0.00681492
1906,0.00929739,0.328118,0.662585,1389.48,5.33234e-05,5.47692e-05,0.0271152
1907,0.252775,0.610326,0.136899,2418.16,6.13379e-05,5.98196e-05,0.0247525
1908,0.256696,0.515622,0.227682,1059.63,3.45734e-05,3.46956e-05,0.00353632
1909,0.332651,0.614832,0.0525166,578.814,2.14395e-05,2.16109e-05,0.00799792
1910,0.481326,0.478292,0.0403813,1687.23,3.85876e-05,3.79062e-05,0.0176574
1911,0.533516,0.171598,0.294886,1162.24,2.83351e-05,2.81527e-05,0.00643728
1912,0.339128,0.644126,0.0167453,1456.34,3.99177e-05,3.95704e-05,0.00869979
1913,0.0977895,0.565456,0.336755,1761.21,5.91333e-05,5.82379e-05,0.0151409
1914,0.453177,0.498513,0.0483105,417.97,1.5383e-05,1.56085e-05,0.014658
1915,0.293829,0.573752,0.132419,2417.27,5.85327e-05,5.70045e-05,0.0261083
1916,0.524985,0.411715,0.0633003,2848.95,5.29759e-05,5.11356e-05,0.034738
1917,0.51258,0.0975101,0.38991,1827.68,3.8849e-05,3.81125e-05,0.0189585
1918,0.10617,0.420002,0.473827,671.741,2.97605e-05,3.00656e-05,0.0102531
1919,0.466394,0.0366942,0.496911,917.362,2.51226e-05,2.51521e-05,0.0011743
1920,0.67668,0.201567,0.121753,200.282,7.94442e-06,8.83711e-06,0.112367
1921,0.271775,0.435053,0.293171,1545.98,4.36877e-05,4.3185e-05,0.0115057
1922,0.482799,0.0482085,0.468992,2431.05,4.79797e-05,4.66536e-05,0.0276403
1923,0.426111,0.165084,0.408806,2207.23,4.73224e-05,4.61216e-05,0.0253746
1924,0.538179,0.233235,0.228586,2484.06,4.73254e-05,4.59261e-05,0.0295678
1925,0.365096,0.283919,0.350985,1632.39,4.09687e-05,4.04013e-05,0.0138502
1926,0.157015,0.385489,0.457495,1204.93,4.16502e-05,4.16269e-05,0.000559065
1927,0.709992,0.0533964,0.236612,802.044,1.96837e-05,1.94135e-05,0.0137246
1928,0.0545797,0.506499,0.438921,492.671,2.57555e-05,2.61934e-05,0.0170034
1929,0.11958,0.731367,0.149052,1171.43,4.43801e-05,4.4533e-05,0.00344541
1930,0.0789318,0.207629,0.71344,2971.34,8.29777e-05,8.04757e-05,0.0301531
1931,0.385532,0.319378,0.295091,1371.33,3.58584e-05,3.56101e-05,0.00692498
1932,0.594618,0.257896,0.147486,2569.3,4.6676e-05,4.52254e-05,0.0310791
1933,0.259767,0.472178,0.268055,2404.85,5.99193e-05,5.83192e-05,0.0267038
1934,0.369655,0.467383,0.162962,1836.92,4.48054e-05,4.39498e-05,0.0190951
1935,0.18674,0.399758,0.413501,1757.75,5.2137e-05,5.12121e-05,0.0177385
1936,0.330746,0.359639,0.309615,1667.19,4.31278e-05,4.24875e-05,0.0148466
1937,0.593144,0.343096,0.0637599,1368.05,3.07039e-05,3.02588e-05,0.0144972
1938,0.423884,0.349227,0.226889,2293.05,4.92667e-05,4.79167e-05,0.0274019
1939,0.372965,0.240997,0.386037,1295.73,3.46854e-05,3.45282e-05,0.00453023
1940,0.373095,0.529083,0.0978225,1483.23,3.88228e-05,3.84301e-05,0.0101148
1941,0.316083,0.296622,0.387295,2221.1,5.28608e-05,5.14582e-05,0.0265335
1942,0.38824,0.114871,0.496889,2766.93,5.67005e-05,5.47911e-05,0.0336758
1943,0.795926,0.166267,0.0378066,639.212,1.62562e-05,1.60303e-05,0.0138922
1944,0.542595,0.0128972,0.444508,2740.79,4.9754e-05,4.82154e-05,0.030924
1945,0.255117,0.367241,0.377642,1178.02,3.67357e-05,3.67233e-05,0.000336811
1946,0.439143,0.189754,0.371103,240.516,1.04806e-05,1.09039e-05,0.0403919
1947,0.406842,0.319107,0.274052,2048.69,4.62063e-05,4.51318e-05,0.0232551
1948,0.425516,0.307795,0.26669,2223.43,4.8048e-05,4.6788e-05,0.0262238
1949,0.329075,0.318451,0.352475,328.232,1.43044e-05,1.4397e-05,0.00647311
1950,0.418236,0.253695,0.328069,2090.52,4.61893e-05,4.50911e-05,0.0237757
1951,0.161983,0.0160418,0.821975,1838.09,5.32312e-05,5.20999e-05,0.0212538
1952,0.455776,0.233106,0.311118,2055.1,4.42465e-05,4.32251e-05,0.0230824
1953,0.425418,0.38833,0.186252,1791.26,4.1749e-05,4.09795e-05,0.0184322
1954,0.606799,0.189326,0.203874,1948.14,3.82835e-05,3.73301e-05,0.0249035
1955,0.241183,0.5033,0.255516,2726.85,6.67689e-05,6.50509e-05,0.0257318
1956,0.491501,0.0691671,0.439332,2926.96,5.4113e-05,5.22245e-05,0.0348986
1957,0.410029,0.232928,0.357044,2580.06,5.35401e-05,5.18672e-05,0.0312462
1958,0.206551,0.647688,0.14576,956.743,3.44951e-05,3.47243e-05,0.00664467
1959,0.404102,0.563736,0.0321624,2830.14,5.86421e-05,5.68152e-05,0.0311537
1960,0.493623,0.247484,0.258892,2260.83,4.58981e-05,4.46774e-05,0.0265949
1961,0.281638,0.347878,0.370484,2046.19,5.19378e-05,5.0712e-05,0.0236019
1962,0.473069,0.332454,0.194478,411.504,1.48283e-05,1.5061e-05,0.0156911
1963,0.0566766,0.612939,0.330384,2038.71,6.9077e-05,6.78154e-05,0.018263
1964,0.028975,0.471881,0.499144,672.031,3.25141e-05,3.36009e-05,0.033425
1965,0.276295,0.207745,0.51596,2151.68,5.34041e-05,5.2012e-05,0.0260681
1966,0.343836,0.564763,0.091401,1626.82,4.25717e-05,4.19875e-05,0.0137239
1967,0.594764,0.404343,0.000892933,2244.5,4.297e-05,4.17003e-05,0.0295488
1968,0.348805,0.262878,0.388317,1025.33,3.02854e-05,3.03809e-05,0.00315231
1969,0.247488,0.275623,0.476889,2513.21,6.14884e-05,5.96766e-05,0.0294659
1970,0.0484358,0.777818,0.173747,321.785,2.00394e-05,2.05258e-05,0.0242763
1971,0.262592,0.306378,0.43103,1291.25,3.85966e-05,3.84439e-05,0.00395677
1972,0.525532,0.435262,0.0392058,523.608,1.69103e-05,1.71242e-05,0.0126495
1973,0.440876,0.453643,0.105482,2779.43,5.57309e-05,5.38959e-05,0.0329254
1974,0.609486,0.364679,0.0258351,1127.88,2.67113e-05,2.6463e-05,0.00929329
1975,0.224802,0.569584,0.205614,839.762,3.06975e-05,3.09382e-05,0.00784235
1976,0.322014,0.340346,0.33764,740.909,2.50499e-05,2.52536e-05,0.0081331
1977,0.168058,0.230348,0.601595,282.668,1.50567e-05,1.50411e-05,0.00103244
1978,0.0534817,0.0816602,0.864858,243.399,1.5064e-05,1.56136e-05,0.0364896
1979,0.226959,0.392293,0.380747,898.382,3.15454e-05,3.17535e-05,0.00659867
1980,0.358402,0.270709,0.37089,2652.12,5.7201e-05,5.53902e-05,0.0316568
1981,0.395705,0.585211,0.0190833,2088.47,4.8169e-05,4.70067e-05,0.0241299
1982,0.101289,0.116146,0.782564,1371.99,4.71519e-05,4.69748e-05,0.0037553
1983,0.413682,0.485984,0.100333,674.828,2.19318e-05,2.21395e-05,0.00946851
1984,0.346849,0.58732,0.0658316,774.758,2.57242e-05,2.59549e-05,0.00896605
1985,0.150073,0.525541,0.324386,856.116,3.37421e-05,3.40233e-05,0.00833328
1986,0.252158,0.403362,0.34448,2712.88,6.51715e-05,6.33604e-05,0.0277891
1987,0.0442761,0.530701,0.425022,2439.53,7.83812e-05,7.64503e-05,0.0246353
