i,H2,O2,N2,T,mu,muNN,rel_error
318,0.186392,0.614403,0.199205,763.747,3.01843e-05,3.04279e-05,0.00806949
319,0.166992,0.507998,0.325011,1159.84,4.0615e-05,4.06616e-05,0.00114598
320,0.308002,0.426254,0.265744,1991.47,4.99898e-05,4.88801e-05,0.0221983
321,0.189391,0.583909,0.226699,2177.11,6.1229e-05,5.98016e-05,0.0233117
322,0.520915,0.273936,0.205149,1387.84,3.2424e-05,3.20614e-05,0.0111809
323,0.434647,0.277357,0.287996,234.534,1.04011e-05,1.08243e-05,0.0406854
324,0.0215597,0.715584,0.262856,811.029,3.84859e-05,3.99082e-05,0.0369559
325,0.248673,0.481925,0.269402,899.94,3.11104e-05,3.13244e-05,0.00687735
326,0.202804,0.375538,0.421659,608.366,2.47956e-05,2.49231e-05,0.00514197
327,0.316777,0.30788,0.375343,2954.62,6.41648e-05,6.22001e-05,0.0306198
328,0.165446,0.55822,0.276334,1224.49,4.24406e-05,4.2414e-05,0.000626822
329,0.308648,0.130635,0.560717,2238.56,5.28223e-05,5.13776e-05,0.0273514
330,0.147729,0.11781,0.734461,2285.88,6.34189e-05,6.1587e-05,0.0288852
331,0.195195,0.254447,0.550358,439.277,1.97969e-05,1.97785e-05,0.000929568
332,0.167361,0.433909,0.398731,2182.07,6.20098e-05,6.04541e-05,0.025087
333,0.468064,0.269926,0.26201,460.281,1.59877e-05,1.61867e-05,0.0124481
334,0.587934,0.00546322,0.406602,827.096,2.15226e-05,2.14169e-05,0.00490953
335,0.0907145,0.353565,0.55572,1147.33,4.33791e-05,4.36236e-05,0.00563634
336,0.428531,0.35718,0.214288,2294.6,4.91282e-05,4.77796e-05,0.0274498
337,0.362596,0.543116,0.0942884,335.727,1.43431e-05,1.44583e-05,0.00803488
338,0.746996,0.0912857,0.161719,1505.72,2.95314e-05,2.87133e-05,0.0277051
339,0.0318501,0.11882,0.84933,2022.52,6.61152e-05,6.5518e-05,0.00903282
340,0.436886,0.481343,0.0817714,289.414,1.21385e-05,1.24344e-05,0.0243774
341,0.415963,0.168101,0.415936,2084.21,4.59082e-05,4.48397e-05,0.0232762
342,0.239803,0.702837,0.0573598,1196.99,3.88984e-05,3.8919e-05,0.000529484
343,0.417762,0.311131,0.271107,2419.61,5.12139e-05,4.97212e-05,0.0291473
344,0.294615,0.660574,0.0448113,2987.02,6.80086e-05,6.65045e-05,0.0221161
345,0.271319,0.263451,0.46523,2242.88,5.54661e-05,5.39573e-05,0.0272018
346,0.16289,0.571294,0.265816,203.854,1.25446e-05,1.26949e-05,0.0119824
347,0.286867,0.544486,0.168646,2810.27,6.51417e-05,6.34515e-05,0.0259465
348,0.497604,0.316377,0.186019,571.504,1.81624e-05,1.83362e-05,0.00956769
349,0.114706,0.437257,0.448037,1859.16,5.9237e-05,5.81114e-05,0.019002
350,0.1561,0.31047,0.53343,980.888,3.59544e-05,3.61581e-05,0.00566478
351,0.445461,0.477401,0.0771375,2259.8,4.83526e-05,4.70322e-05,0.0273071
352,0.0714051,0.432606,0.495989,764.907,3.38972e-05,3.4474e-05,0.0170162
353,0.79428,0.150779,0.0549409,1645.53,3.0683e-05,2.96362e-05,0.0341158
354,0.193505,0.389759,0.416736,2967.83,7.3852e-05,7.19962e-05,0.0251291
355,0.464636,0.17284,0.362524,860.82,2.43125e-05,2.43915e-05,0.0032506
356,0.684581,0.276725,0.0386943,1817.23,3.50202e-05,3.40166e-05,0.0286584
357,0.726399,0.209139,0.0644623,2685.75,4.43257e-05,4.28039e-05,0.0343324
358,0.273438,0.163798,0.562764,2709,6.23993e-05,6.04183e-05,0.0317472
359,0.294397,0.375687,0.329916,613.93,2.27009e-05,2.28627e-05,0.00712414
360,0.382427,0.372212,0.245361,1003.61,2.9217e-05,2.93181e-05,0.00346049
361,0.125323,0.428277,0.4464,1021.04,3.87843e-05,3.90289e-05,0.00630702
362,0.0198317,0.502333,0.477836,568.683,2.93075e-05,3.04393e-05,0.0386178
363,0.13989,0.229454,0.630656,1598.65,5.07072e-05,5.0016e-05,0.0136303
364,0.242752,0.195601,0.561647,1127.31,3.55742e-05,3.56038e-05,0.000831823
365,0.18895,0.361878,0.449172,1669.91,5.00355e-05,4.92527e-05,0.0156432
366,0.290334,0.362094,0.347572,758.1,2.62699e-05,2.64792e-05,0.00796531
367,0.346551,0.163493,0.489956,2128.9,4.9418e-05,4.81905e-05,0.0248391
368,0.318988,0.584508,0.0965037,830.543,2.76789e-05,2.79092e-05,0.00832112
369,0.64281,0.134289,0.2229,2890.32,4.86835e-05,4.70797e-05,0.0329424
370,0.536424,0.121397,0.342179,2756.05,5.04811e-05,4.88596e-05,0.0321209
371,0.43978,0.191399,0.368821,1120.89,2.96572e-05,2.96152e-05,0.00141748
372,0.444585,0.0676549,0.48776,1585.21,3.70397e-05,3.65758e-05,0.0125237
373,0.361371,0.248921,0.389707,1934.4,4.59938e-05,4.50312e-05,0.0209293
374,0.383061,0.394253,0.222686,1761.07,4.27985e-05,4.20555e-05,0.0173605
375,0.43748,0.541674,0.0208462,2468.59,5.18923e-05,5.03457e-05,0.0298049
376,0.600175,0.26923,0.130596,2209.96,4.20459e-05,4.08632e-05,0.0281275
377,0.756909,0.123074,0.120017,1786.72,3.3011e-05,3.1929e-05,0.0327775
378,0.480046,0.048031,0.471923,1343.56,3.22087e-05,3.19497e-05,0.00804196
379,0.163653,0.300518,0.535829,2215.11,6.20812e-05,6.04219e-05,0.0267282
380,0.268267,0.497311,0.234422,1958.62,5.17668e-05,5.06686e-05,0.0212127
381,0.323153,0.591485,0.0853621,1874.53,4.79042e-05,4.69782e-05,0.0193308
382,0.417132,0.279691,0.303177,2265.6,4.89041e-05,4.75922e-05,0.0268263
383,0.246625,0.357652,0.395722,2471.19,6.12821e-05,5.95488e-05,0.0282838
384,0.370635,0.226987,0.402378,1718.73,4.20411e-05,4.13735e-05,0.0158781
385,0.355436,0.380705,0.263859,2036.68,4.83576e-05,4.72397e-05,0.0231168
386,0.282892,0.664569,0.0525386,2564.43,6.20962e-05,6.05612e-05,0.0247193
387,0.104353,0.479737,0.41591,728.924,3.17549e-05,3.2111e-05,0.0112128
388,0.400577,0.407028,0.192395,225.929,1.05146e-05,1.08735e-05,0.0341311
389,0.672224,0.0679972,0.259778,2426.05,4.23698e-05,4.11017e-05,0.029931
390,0.174885,0.230244,0.594871,1291.46,4.21222e-05,4.19492e-05,0.00410616
391,0.00484138,0.0775486,0.91761,411.89,2.23369e-05,2.35908e-05,0.0561379
392,0.457704,0.489274,0.0530218,2400.71,4.99169e-05,4.84537e-05,0.0293139
393,0.439469,0.245789,0.314742,1454.74,3.55125e-05,3.5156e-05,0.0100366
394,0.115848,0.473536,0.410616,1094.22,4.13324e-05,4.15394e-05,0.00500954
395,0.537333,0.257798,0.204869,477.085,1.55808e-05,1.57796e-05,0.0127644
396,0.479098,0.172216,0.348686,1987.91,4.23319e-05,4.14142e-05,0.0216776
397,0.232456,0.483622,0.283922,2807.12,6.8637e-05,6.6898e-05,0.0253371
398,0.291373,0.422248,0.286379,2457.68,5.86033e-05,5.69598e-05,0.028045
399,0.380227,0.213596,0.406176,385.616,1.51413e-05,1.52931e-05,0.0100234
400,0.204664,0.40844,0.386896,1329.56,4.22752e-05,4.20633e-05,0.00501398
401,0.487456,0.339905,0.17264,2355.35,4.76842e-05,4.63276e-05,0.0284501
402,0.545973,0.339948,0.114079,1386.01,3.19616e-05,3.15644e-05,0.0124287
403,0.306049,0.325715,0.368235,425.334,1.74291e-05,1.74923e-05,0.00362728
404,0.416393,0.252303,0.331304,1704.42,4.02876e-05,3.96504e-05,0.0158153
405,0.0541592,0.483202,0.462639,752.415,3.43615e-05,3.51124e-05,0.0218514
406,0.583551,0.0844345,0.332015,2158.21,4.13851e-05,4.0341e-05,0.0252299
407,0.400447,0.176905,0.422648,2801.99,5.68472e-05,5.49255e-05,0.0338057
408,0.0105239,0.352305,0.637171,2499.41,8.0133e-05,7.91282e-05,0.0125391
409,0.00631666,0.17662,0.817063,764.38,3.46509e-05,3.65079e-05,0.0535933
410,0.892241,0.080845,0.0269135,1304.18,2.49774e-05,2.40616e-05,0.0366645
411,0.293216,0.344288,0.362496,2926.13,6.54285e-05,6.35247e-05,0.0290976
412,0.683996,0.0231862,0.292817,2155.43,3.87726e-05,3.76448e-05,0.029088
413,0.150096,0.416702,0.433202,460.307,2.18379e-05,2.18262e-05,0.00053455
414,0.322523,0.100695,0.576782,1737.87,4.38094e-05,4.30934e-05,0.016343
415,0.125219,0.363251,0.51153,1144.78,4.16475e-05,4.17538e-05,0.00255244
416,0.357375,0.335916,0.30671,1278.93,3.51021e-05,3.49658e-05,0.00388133
417,0.45944,0.0348237,0.505736,2689.19,5.22297e-05,5.05659e-05,0.0318567
418,0.389928,0.139792,0.47028,1048.91,2.94146e-05,2.9461e-05,0.00157686
419,0.0947349,0.852383,0.0528823,1759.63,6.13839e-05,6.05481e-05,0.0136159
420,0.283913,0.51664,0.199447,2880.77,6.62945e-05,6.45845e-05,0.0257952
421,0.112081,0.385138,0.502781,1998.17,6.2067e-05,6.06944e-05,0.022115
422,0.00652569,0.543066,0.450409,491.599,2.68676e-05,2.82344e-05,0.0508722
423,0.281053,0.356767,0.36218,2733.77,6.33143e-05,6.14613e-05,0.029266
424,0.194534,0.263746,0.54172,1394.41,4.35617e-05,4.32329e-05,0.00754754
425,0.317089,0.218172,0.464739,2306.34,5.38425e-05,5.23313e-05,0.0280671
426,0.257388,0.533988,0.208624,1992.21,5.31439e-05,5.20002e-05,0.0215202
427,0.065848,0.681312,0.25284,1883.7,6.52938e-05,6.42803e-05,0.0155227
428,0.226825,0.52818,0.244995,1661.72,4.85439e-05,4.7844e-05,0.014418
429,0.411119,0.263012,0.325868,1313.84,3.39556e-05,3.3762e-05,0.00570076
430,0.6278,0.141654,0.230546,2023.1,3.86551e-05,3.76392e-05,0.0262806
431,0.419146,0.271967,0.308887,507.835,1.77458e-05,1.79178e-05,0.00969419
432,0.53656,0.280837,0.182603,1583.95,3.50757e-05,3.45018e-05,0.0163616
433,0.624908,0.254423,0.120669,929.756,2.30835e-05,2.29393e-05,0.0062477
434,0.00916594,0.558893,0.431941,1945.24,6.94137e-05,6.95559e-05,0.00204927
435,0.196935,0.373884,0.429181,1698.99,5.02295e-05,4.94083e-05,0.0163496
436,0.572555,0.129176,0.298269,581.17,1.72563e-05,1.73333e-05,0.00446357
437,0.20997,0.518093,0.271937,1902.73,5.41988e-05,5.31132e-05,0.0200302
438,0.43752,0.241179,0.3213,1434.74,3.52249e-05,3.48915e-05,0.00946515
439,0.406765,0.100816,0.492418,2390.85,5.05213e-05,4.90872e-05,0.0283876
440,0.429189,0.293055,0.277756,285.338,1.19389e-05,1.22422e-05,0.0254022
441,0.456105,0.177996,0.365899,493.916,1.68161e-05,1.69868e-05,0.0101513
442,0.187142,0.725568,0.0872899,2717.83,7.24214e-05,7.08408e-05,0.0218245
443,0.129451,0.547858,0.322691,295.048,1.67388e-05,1.67133e-05,0.00152376
444,0.199216,0.191776,0.609008,2566.52,6.52243e-05,6.3252e-05,0.0302393
445,0.294925,0.213847,0.491228,1239.21,3.60677e-05,3.59811e-05,0.00240341
446,0.337037,0.487937,0.175025,1861.16,4.6658e-05,4.57511e-05,0.0194372
447,0.288907,0.548391,0.162702,1727.21,4.67282e-05,4.59809e-05,0.015994
448,0.304869,0.355443,0.339687,506.928,1.97024e-05,1.98064e-05,0.00527531
449,0.899606,0.0323417,0.0680527,922.442,1.96922e-05,1.90088e-05,0.0347043
450,0.62058,0.0566121,0.322808,2227.91,4.12379e-05,4.01347e-05,0.0267521
451,0.543298,0.0362177,0.420484,372.719,1.29626e-05,1.3219e-05,0.0197842
452,0.449952,0.431289,0.118759,1836.87,4.17516e-05,4.0919e-05,0.0199435
453,0.320634,0.112659,0.566707,386.215,1.5837e-05,1.5926e-05,0.00561628
454,0.181965,0.215384,0.602651,1611.83,4.85353e-05,4.78302e-05,0.0145283
455,0.440674,0.443294,0.116032,2418.34,5.06997e-05,4.92135e-05,0.0293133
456,0.133293,0.370591,0.496115,1560.07,5.10117e-05,5.04118e-05,0.011759
457,0.347856,0.143311,0.508833,2215.31,5.06321e-05,4.92965e-05,0.0263774
458,0.353205,0.234674,0.412121,769.776,2.47883e-05,2.4974e-05,0.00749389
459,0.0316477,0.327093,0.641259,768.957,3.49202e-05,3.60601e-05,0.0326455
460,0.525679,0.319145,0.155176,2259.76,4.50277e-05,4.3794e-05,0.0273993
461,0.0842577,0.723274,0.192469,2932.19,8.68977e-05,8.40083e-05,0.0332501
462,0.272726,0.0705147,0.656759,1541.47,4.22439e-05,4.17557e-05,0.0115576
463,0.285652,0.5824,0.131949,2597.66,6.20287e-05,6.04095e-05,0.0261027
464,0.467841,0.51825,0.0139091,229.422,1.01563e-05,1.06327e-05,0.0469063
465,0.367621,0.0814279,0.550951,773.68,2.4287e-05,2.44461e-05,0.00654921
466,0.215633,0.413033,0.371334,2355.4,6.16653e-05,6.00137e-05,0.0267842
467,0.482903,0.442399,0.0746976,2710.39,5.29584e-05,5.1212e-05,0.032976
468,0.0189555,0.418522,0.562522,2552.78,8.15649e-05,8.00089e-05,0.0190778
469,0.357358,0.534356,0.108286,2893.89,6.19578e-05,6.01476e-05,0.0292165
470,0.34931,0.645741,0.00494937,741.881,2.50358e-05,2.52725e-05,0.00945377
471,0.359026,0.231521,0.409454,2373.15,5.28678e-05,5.13492e-05,0.028724
472,0.411669,0.349877,0.238454,2802.37,5.70059e-05,5.51213e-05,0.0330596
473,0.298059,0.382134,0.319806,2475.78,5.83103e-05,5.66381e-05,0.0286764
474,0.264324,0.499219,0.236458,1559.66,4.45362e-05,4.4015e-05,0.0117034
475,0.388875,0.515165,0.0959607,434.688,1.66645e-05,1.68196e-05,0.00930713
476,0.20838,0.265506,0.526113,1293.95,4.078e-05,4.06065e-05,0.00425465
477,0.145497,0.818857,0.0356455,650.654,2.90318e-05,2.92407e-05,0.00719448
478,0.413319,0.527019,0.0596624,1809.72,4.28807e-05,4.20637e-05,0.019052
479,0.0597076,0.115168,0.825125,1105.5,4.25134e-05,4.30998e-05,0.0137922
480,0.450108,0.259467,0.290424,2269.03,4.7603e-05,4.63307e-05,0.0267265
481,0.368061,0.313678,0.318261,634.982,2.16042e-05,2.17873e-05,0.00847343
482,0.270491,0.509345,0.220164,2146.69,5.50218e-05,5.36972e-05,0.024075
483,0.0447098,0.515701,0.439589,1362.92,5.2408e-05,5.28071e-05,0.00761486
484,0.644913,0.0312621,0.323825,408.441,1.29476e-05,1.31276e-05,0.0138949
485,0.368653,0.574639,0.0567083,2678.04,5.83553e-05,5.6646e-05,0.0292911
486,0.349087,0.238139,0.412774,830.289,2.61946e-05,2.63742e-05,0.00685764
487,0.382773,0.406048,0.211179,2805.63,5.87268e-05,5.68519e-05,0.0319243
488,0.789873,0.183057,0.0270701,934.729,2.10641e-05,2.06271e-05,0.0207484
489,0.439423,0.442935,0.117642,2762.51,5.55267e-05,5.37046e-05,0.0328146
490,0.417611,0.0223135,0.560076,2401.71,4.99588e-05,4.85566e-05,0.0280669
491,0.512739,0.210013,0.277248,2884.25,5.3223e-05,5.1383e-05,0.0345708
492,0.480273,0.205817,0.31391,893.333,2.46936e-05,2.47487e-05,0.00222898
493,0.812946,0.0396989,0.147355,2615.34,4.12773e-05,3.97268e-05,0.0375637
494,0.417145,0.419173,0.163683,2770.89,5.65853e-05,5.47441e-05,0.0325381
495,0.360927,0.41369,0.225383,2876.53,6.09462e-05,5.90465e-05,0.0311711
496,0.535306,0.0331213,0.431572,2292.98,4.43867e-05,4.32605e-05,0.0253714
497,0.296811,0.225369,0.47782,2517.64,5.83036e-05,5.653e-05,0.03042
498,0.462572,0.221525,0.315903,2936.16,5.5971e-05,5.3995e-05,0.0353044
499,0.144514,0.397636,0.45785,1505.02,4.92585e-05,4.87558e-05,0.0102049
500,0.436948,0.254661,0.308391,2281.16,4.82617e-05,4.69623e-05,0.0269241
501,0.461977,0.303312,0.234711,1806.61,4.05493e-05,3.97828e-05,0.0189041
502,0.199691,0.619455,0.180854,2498.36,6.66662e-05,6.50554e-05,0.0241615
503,0.343574,0.242061,0.414366,505.489,1.88106e-05,1.89416e-05,0.00696716
504,0.367709,0.31012,0.322171,379.709,1.52513e-05,1.53858e-05,0.00882186
505,0.421706,0.368654,0.20964,1352.69,3.45857e-05,3.43389e-05,0.00713364
506,0.740224,0.214329,0.0454476,2552.45,4.25232e-05,4.10285e-05,0.0351511
507,0.256336,0.379615,0.364049,2872.55,6.7315e-05,6.5471e-05,0.0273933
508,0.0186146,0.314613,0.666772,310.783,1.88623e-05,1.97773e-05,0.0485113
509,0.36926,0.311466,0.319275,2310.29,5.1749e-05,5.03174e-05,0.0276644
510,0.000885637,0.555531,0.443583,310.497,1.96458e-05,2.1074e-05,0.0726958
511,0.261408,0.385463,0.353129,2910.14,6.75835e-05,6.5749e-05,0.0271439
512,0.504765,0.446596,0.0486382,1366.12,3.28108e-05,3.24739e-05,0.0102681
513,0.180815,0.416592,0.402592,2330.91,6.37361e-05,6.20447e-05,0.0265379
514,0.546983,0.146381,0.306636,1885.44,3.88513e-05,3.80245e-05,0.0212821
515,0.336425,0.417971,0.245604,1358.3,3.75053e-05,3.72788e-05,0.00603783
516,0.515975,0.366685,0.11734,799.344,2.25528e-05,2.26476e-05,0.00420151
517,0.401679,0.2127,0.385621,330.152,1.33921e-05,1.36025e-05,0.0157139
518,0.142441,0.323437,0.534122,2995.38,7.84005e-05,7.62737e-05,0.0271277
519,0.466205,0.38479,0.149005,2906.52,5.60298e-05,5.40875e-05,0.0346658
520,0.449769,0.497301,0.0529299,469.808,1.66906e-05,1.69034e-05,0.0127479
521,0.322641,0.291062,0.386298,1952.79,4.81183e-05,4.70771e-05,0.0216371
522,0.110679,0.603967,0.285354,1379.75,4.94668e-05,4.9281e-05,0.00375526
523,0.227452,0.245427,0.527121,667.414,2.54153e-05,2.55845e-05,0.00665851
524,0.145874,0.369856,0.48427,542.145,2.44173e-05,2.45021e-05,0.0034713
525,0.766224,0.117942,0.115834,2719.97,4.35599e-05,4.20377e-05,0.0349466
526,0.000559355,0.525104,0.474337,583.042,3.02175e-05,3.19797e-05,0.0583153
527,0.479756,0.224498,0.295746,2394.11,4.81347e-05,4.67711e-05,0.0283276
528,0.240862,0.351509,0.407629,1713.97,4.80524e-05,4.72559e-05,0.0165765
529,0.0611963,0.693518,0.245286,1211.53,4.85719e-05,4.90026e-05,0.00886697
530,0.373716,0.387622,0.238662,2941.09,6.10398e-05,5.90849e-05,0.0320267
531,0.259278,0.00157243,0.73915,241.314,1.20671e-05,1.22263e-05,0.0131904
532,0.375177,0.260225,0.364598,2121.56,4.84102e-05,4.72219e-05,0.0245453
533,0.327908,0.235628,0.436464,1697.33,4.33507e-05,4.26774e-05,0.0155318
534,0.442185,0.457023,0.100792,2551,5.25479e-05,5.09264e-05,0.0308568
535,0.333321,0.489464,0.177215,1449.69,3.9532e-05,3.91877e-05,0.00870823
536,0.637443,0.02971,0.332847,645.796,1.7702e-05,1.76296e-05,0.00408956
537,0.364145,0.450294,0.185561,842.223,2.65185e-05,2.67161e-05,0.00745144
538,0.269081,0.331025,0.399894,2807.92,6.51319e-05,6.32381e-05,0.0290763
539,0.4042,0.509886,0.0859133,1536,3.863e-05,3.81623e-05,0.0121073
540,0.316689,0.382119,0.301192,2441.44,5.67136e-05,5.50888e-05,0.0286489
541,0.152878,0.123051,0.724072,635.693,2.63283e-05,2.65083e-05,0.00683799
542,0.00898735,0.519525,0.471488,2735.77,8.73425e-05,8.5394e-05,0.0223077
543,0.237821,0.0862741,0.675905,1363.6,4.03072e-05,4.00451e-05,0.00650296
544,0.165486,0.745893,0.0886208,682.897,2.90541e-05,2.92702e-05,0.00743594
545,0.376378,0.450702,0.172921,1841.15,4.45512e-05,4.36948e-05,0.0192228
546,0.353617,0.366324,0.280059,1679.12,4.24529e-05,4.18087e-05,0.0151766
547,0.122744,0.322227,0.555028,2916.72,7.88187e-05,7.65777e-05,0.0284327
548,0.190871,0.727882,0.081247,1750.18,5.3429e-05,5.26316e-05,0.0149241
549,0.0357712,0.607774,0.356455,2168.24,7.36588e-05,7.23711e-05,0.0174826
550,0.44953,0.0980621,0.452408,1574.72,3.68076e-05,3.63461e-05,0.0125368
551,0.445813,0.429602,0.124585,209.781,9.66355e-06,1.01647e-05,0.0518644
552,0.234938,0.303117,0.461945,207.946,1.14672e-05,1.16222e-05,0.013521
553,0.0673569,0.23981,0.692833,1673.58,5.69133e-05,5.63709e-05,0.00953022
554,0.254352,0.219171,0.526478,2484.37,6.02754e-05,5.84678e-05,0.0299904
555,0.273909,0.355336,0.370755,2306.95,5.68266e-05,5.52758e-05,0.0272886
556,0.487732,0.308189,0.204079,341.746,1.29197e-05,1.32244e-05,0.0235822
557,0.435834,0.03969,0.524476,2550.79,5.13453e-05,4.97946e-05,0.0302015
558,0.252049,0.644438,0.103513,1306.06,4.05102e-05,4.03774e-05,0.00327932
559,0.462224,0.337988,0.199788,1314.58,3.27793e-05,3.25443e-05,0.00716881
560,0.423715,0.371047,0.205238,1903.77,4.35137e-05,4.26122e-05,0.0207178
561,0.523705,0.301178,0.175117,2003.45,4.1527e-05,4.05441e-05,0.0236685
562,0.344767,0.119659,0.535574,1638.19,4.13067e-05,4.07455e-05,0.0135874
563,0.182198,0.231548,0.586254,2163.17,5.93927e-05,5.78067e-05,0.026703
564,0.0725647,0.462828,0.464607,2051.06,6.68365e-05,6.54778e-05,0.0203299
565,0.412335,0.221396,0.366269,1690.77,4.01166e-05,3.95018e-05,0.0153249
566,0.139296,0.547121,0.313583,2686.84,7.48234e-05,7.28555e-05,0.0262996
567,0.317669,0.347003,0.335327,519.911,1.97904e-05,1.99117e-05,0.00613124
568,0.395038,0.122993,0.481969,2775.07,5.65197e-05,5.46133e-05,0.0337308
569,0.173554,0.725381,0.101065,2487.92,6.93307e-05,6.77407e-05,0.0229336
570,0.172318,0.187978,0.639704,2840.22,7.20126e-05,6.98963e-05,0.0293877
571,0.629795,0.154653,0.215553,346.167,1.17656e-05,1.2114e-05,0.0296108
572,0.494905,0.0451535,0.459941,1820.62,3.9113e-05,3.84081e-05,0.0180241
573,0.472923,0.2884,0.238677,1850.95,4.0834e-05,4.00218e-05,0.0198887
574,0.405853,0.280102,0.314045,1337.38,3.45575e-05,3.4341e-05,0.00626405
575,0.353099,0.326198,0.320702,2670.97,5.79942e-05,5.61796e-05,0.0312897
576,0.75737,0.0970618,0.145568,2301.32,3.90725e-05,3.76949e-05,0.0352557
577,0.183168,0.676886,0.139946,2306.63,6.47583e-05,6.32659e-05,0.0230464
578,0.0602762,0.777874,0.16185,2872.7,8.89051e-05,8.5617e-05,0.0369852
579,0.436333,0.250462,0.313205,1565.63,3.74256e-05,3.69479e-05,0.0127651
580,0.118199,0.178147,0.703654,1351.95,4.6108e-05,4.59038e-05,0.00442976
581,0.45637,0.0637108,0.47992,2823.48,5.4208e-05,5.23685e-05,0.0339347
582,0.517555,0.213657,0.268788,1412,3.27593e-05,3.23839e-05,0.0114595
583,0.570875,0.322332,0.106792,2472.84,4.63815e-05,4.49689e-05,0.0304575
584,0.464048,0.492504,0.043448,1465.43,3.55893e-05,3.51755e-05,0.0116258
585,0.231696,0.228328,0.539976,1021.27,3.37442e-05,3.38698e-05,0.00372215
586,0.429167,0.211465,0.359368,1969.65,4.38454e-05,4.2911e-05,0.0213114
587,0.697815,0.302033,0.000151834,320.621,1.08341e-05,1.12985e-05,0.042864
588,0.525064,0.247607,0.227329,2003.77,4.13545e-05,4.03915e-05,0.0232858
589,0.382835,0.279028,0.338137,1195.14,3.26507e-05,3.259e-05,0.00185689
590,0.423879,0.53962,0.0365014,1715.99,4.10358e-05,4.03327e-05,0.0171343
591,0.493299,0.32447,0.182232,1770.84,3.91198e-05,3.83772e-05,0.0189827
592,0.213511,0.559379,0.22711,206.946,1.19685e-05,1.2061e-05,0.0077259
593,0.377211,0.328326,0.294463,1877.97,4.47156e-05,4.38284e-05,0.0198412
594,0.574805,0.180489,0.244706,2340.46,4.42062e-05,4.29753e-05,0.0278446
595,0.750895,0.151934,0.0971711,390.878,1.19406e-05,1.21438e-05,0.0170228
596,0.232036,0.450095,0.317869,1192.04,3.82305e-05,3.82111e-05,0.000506996
597,0.282472,0.267553,0.449975,959.702,3.08271e-05,3.09852e-05,0.00512817
598,0.144256,0.298251,0.557492,250.223,1.43183e-05,1.43767e-05,0.00407812
599,0.437305,0.384698,0.177997,2620.07,5.34546e-05,5.17639e-05,0.031629
600,0.111102,0.61268,0.276218,1350.78,4.87769e-05,4.86434e-05,0.00273782
601,0.425378,0.385954,0.188668,1153.73,3.10017e-05,3.09535e-05,0.00155456
602,0.403631,0.453033,0.143335,2837.78,5.83107e-05,5.64295e-05,0.0322604
603,0.440383,0.539311,0.0203063,2790.05,5.62253e-05,5.43967e-05,0.0325227
604,0.673121,0.0322633,0.294616,2026.7,3.74489e-05,3.64079e-05,0.0277979
605,0.542765,0.29223,0.165004,752.378,2.11522e-05,2.12231e-05,0.00335028
606,0.764686,0.214573,0.0207408,899.282,2.08207e-05,2.04622e-05,0.0172184
607,0.521696,0.464685,0.0136191,2239.12,4.52856e-05,4.40142e-05,0.0280741
608,0.395459,0.431165,0.173376,401.379,1.56058e-05,1.57685e-05,0.0104235
609,0.272044,0.608496,0.11946,1702.81,4.73362e-05,4.66246e-05,0.015033
610,0.712243,0.0837688,0.203988,2745.25,4.50471e-05,4.35926e-05,0.0322895
611,0.236312,0.0304506,0.733237,833.868,2.87492e-05,2.89415e-05,0.00668785
612,0.148294,0.38843,0.463276,2556.69,7.03491e-05,6.83957e-05,0.0277667
613,0.164379,0.347649,0.487972,1907.62,5.62824e-05,5.50744e-05,0.0214617
614,0.116415,0.428399,0.455186,949.674,3.7301e-05,3.76206e-05,0.00856741
615,0.370017,0.350293,0.27969,2834.58,5.95672e-05,5.76495e-05,0.0321938
616,0.135866,0.397017,0.467118,2639.56,7.3049e-05,7.10112e-05,0.0278958
617,0.0229807,0.397261,0.579758,1520.59,5.67491e-05,5.73865e-05,0.0112312
618,0.619678,0.084454,0.295868,518.075,1.54694e-05,1.55417e-05,0.00466987
619,0.245037,0.628637,0.126325,2845.09,6.92051e-05,6.76523e-05,0.0224375
620,0.434596,0.487044,0.0783597,1503.61,3.70626e-05,3.66238e-05,0.0118377
621,0.324998,0.227593,0.447409,2662.91,5.8958e-05,5.70909e-05,0.0316688
622,0.290253,0.36802,0.341727,2607.89,6.08079e-05,5.90264e-05,0.0292984
623,0.343524,0.473626,0.18285,492.825,1.88233e-05,1.89519e-05,0.00683378
624,0.310832,0.549646,0.139522,1063.91,3.29083e-05,3.30172e-05,0.00330829
625,0.507576,0.103165,0.389259,1559.3,3.50364e-05,3.45519e-05,0.0138283
626,0.0241372,0.480522,0.495341,826.931,3.76941e-05,3.9051e-05,0.0359986
627,0.100445,0.555358,0.344198,438.037,2.27093e-05,2.27717e-05,0.00274745
628,0.362626,0.304577,0.332798,2806.08,5.93536e-05,5.74331e-05,0.0323575
629,0.10154,0.277384,0.621076,873.881,3.52472e-05,3.56443e-05,0.0112647
630,0.0278068,0.2991,0.673093,862.651,3.77743e-05,3.90553e-05,0.0339121
631,0.172838,0.415852,0.411309,1772.52,5.33705e-05,5.241e-05,0.0179971
632,0.262437,0.408663,0.3289,617.559,2.35924e-05,2.37444e-05,0.00643902
633,0.327721,0.314379,0.3579,2929.45,6.31614e-05,6.11971e-05,0.031099
634,0.0369834,0.420344,0.542673,2584.81,8.09959e-05,7.89798e-05,0.0248914
635,0.0658503,0.263804,0.670346,1994.23,6.44803e-05,6.3305e-05,0.0182261
